ORDERDATE,SALES,PRODUCTLINE,DEALSIZE,COUNTRY
2004-08-02,3608.64,Classic Cars,Medium,USA
2004-08-30,3524.8,Classic Cars,Medium,Switzerland
2004-09-30,2586.88,Classic Cars,Small,Finland
2004-10-16,4753.49,Classic Cars,Medium,Germany
2004-11-03,3684.67,Classic Cars,Medium,USA
2004-11-17,5715.4,Classic Cars,Medium,USA
2004-11-24,3098.7,Classic Cars,Medium,France
2004-12-07,2670.92,Classic Cars,Small,Spain
2005-01-06,5154.41,Classic Cars,Medium,Finland
2005-02-10,4894.17,Classic Cars,Medium,Spain
2005-03-04,2472.6,Classic Cars,Small,USA
2003-01-29,3224.31,Trucks and Buses,Medium,Norway
2003-04-01,3667.52,Trucks and Buses,Medium,France
2003-05-28,4141.33,Trucks and Buses,Medium,Spain
2003-07-24,2829.58,Trucks and Buses,Small,USA
2003-09-21,3068.55,Trucks and Buses,Medium,Finland
2003-10-21,2634.96,Trucks and Buses,Small,Austria
2003-11-06,2436.72,Trucks and Buses,Small,UK
2003-11-14,4607.36,Trucks and Buses,Medium,Spain
2003-11-25,3598.99,Trucks and Buses,Medium,France
2003-12-09,3964.1,Trucks and Buses,Medium,USA
2004-02-04,2244.9,Trucks and Buses,Small,Singapore
2004-03-11,2793.0,Trucks and Buses,Small,USA
2004-05-04,4133.64,Trucks and Buses,Medium,USA
2004-06-15,3900.6,Trucks and Buses,Medium,Singapore
2004-07-19,2743.04,Trucks and Buses,Small,Australia
2004-08-19,2402.07,Trucks and Buses,Small,USA
2004-09-08,2178.54,Trucks and Buses,Small,Sweden
2004-10-13,3155.04,Trucks and Buses,Medium,USA
2004-10-22,2366.28,Trucks and Buses,Small,Canada
2004-11-05,1963.6,Trucks and Buses,Small,USA
2004-11-19,4746.28,Trucks and Buses,Medium,USA
2004-11-01,6386.94,Trucks and Buses,Medium,Spain
2004-12-10,4428.0,Trucks and Buses,Medium,Spain
2005-01-23,4044.04,Trucks and Buses,Medium,USA
2005-02-17,2708.42,Trucks and Buses,Small,USA
2005-05-01,2904.72,Trucks and Buses,Small,Canada
2005-05-31,3553.88,Trucks and Buses,Medium,France
2003-02-24,1858.0,Motorcycles,Small,USA
2003-04-29,2461.36,Motorcycles,Small,Australia
2003-06-27,2642.01,Motorcycles,Small,Spain
2003-08-25,3098.7,Motorcycles,Medium,USA
2003-10-28,3244.36,Motorcycles,Medium,USA
2003-11-18,4351.16,Motorcycles,Medium,Norway
2004-01-12,3675.86,Motorcycles,Medium,Japan
2004-02-20,2475.27,Motorcycles,Small,Australia
2004-04-02,4177.49,Motorcycles,Medium,Canada
2004-05-11,3282.28,Motorcycles,Medium,USA
2004-06-28,2477.21,Motorcycles,Small,USA
2004-07-23,1883.93,Motorcycles,Small,France
2004-08-27,3658.93,Motorcycles,Medium,USA
2004-09-16,2856.88,Motorcycles,Small,Ireland
2004-10-15,1917.84,Motorcycles,Small,USA
2004-11-02,5305.36,Motorcycles,Medium,USA
2004-11-15,2875.95,Motorcycles,Small,USA
2004-11-24,6482.85,Motorcycles,Medium,Spain
2004-12-04,3733.82,Motorcycles,Medium,USA
2005-01-06,6576.5,Motorcycles,Medium,Finland
2005-02-03,6353.27,Motorcycles,Medium,France
2005-03-02,4175.6,Motorcycles,Medium,Singapore
2005-04-03,4992.61,Motorcycles,Medium,USA
2005-05-10,4764.6,Motorcycles,Medium,Italy
2003-03-03,1173.15,Motorcycles,Small,Philippines
2003-05-08,1384.46,Motorcycles,Small,France
2003-07-02,1327.59,Motorcycles,Small,USA
2003-08-25,1109.8,Motorcycles,Small,USA
2003-10-10,1239.0,Motorcycles,Small,USA
2003-11-04,1035.58,Motorcycles,Small,Australia
2003-11-11,1545.64,Motorcycles,Small,France
2003-11-19,1517.54,Motorcycles,Small,Spain
2004-01-15,1731.84,Motorcycles,Small,France
2004-02-21,1695.49,Motorcycles,Small,France
2004-04-05,1045.98,Motorcycles,Small,USA
2004-05-26,1738.08,Motorcycles,Small,France
2004-06-30,651.8,Motorcycles,Small,USA
2004-08-02,988.47,Motorcycles,Small,USA
2004-08-27,1518.11,Motorcycles,Small,USA
2004-09-30,1013.76,Motorcycles,Small,Finland
2004-10-16,1549.8,Motorcycles,Small,Germany
2004-11-03,1108.38,Motorcycles,Small,USA
2004-11-17,4102.56,Motorcycles,Medium,USA
2004-11-24,3713.16,Motorcycles,Medium,France
2004-12-07,1513.54,Motorcycles,Small,Spain
2005-01-06,2317.44,Motorcycles,Small,France
2005-02-10,3298.4,Motorcycles,Medium,Spain
2005-03-04,1826.96,Motorcycles,Small,USA
2005-04-08,1206.9,Motorcycles,Small,UK
2003-01-31,1666.7,Trucks and Buses,Small,Spain
2003-04-01,1560.44,Trucks and Buses,Small,France
2003-06-03,2337.75,Trucks and Buses,Small,USA
2003-08-01,1103.76,Trucks and Buses,Small,Finland
2003-09-21,2617.85,Trucks and Buses,Small,Finland
2003-10-22,2207.52,Trucks and Buses,Small,Singapore
2003-11-06,3165.5,Trucks and Buses,Medium,UK
2003-11-14,2071.41,Trucks and Buses,Small,Spain
2003-11-25,1385.28,Trucks and Buses,Small,USA
2003-12-09,1621.62,Trucks and Buses,Small,USA
2004-02-10,1931.65,Trucks and Buses,Small,USA
2004-03-11,1244.53,Trucks and Buses,Small,USA
2004-05-05,1704.5,Trucks and Buses,Small,Spain
2004-06-15,1753.2,Trucks and Buses,Small,Singapore
2004-07-20,1666.7,Trucks and Buses,Small,USA
2004-08-19,1710.89,Trucks and Buses,Small,USA
2004-09-08,2326.5,Trucks and Buses,Small,USA
2004-10-13,2316.0,Trucks and Buses,Small,USA
2004-10-22,1727.1,Trucks and Buses,Small,Canada
2004-11-05,8844.12,Trucks and Buses,Large,Norway
2004-11-19,2424.0,Trucks and Buses,Small,USA
2004-12-01,1535.49,Trucks and Buses,Small,USA
2004-12-15,6358.68,Trucks and Buses,Medium,France
2005-01-23,1329.4,Trucks and Buses,Small,USA
2005-02-22,1701.76,Trucks and Buses,Small,Spain
2005-03-15,2259.72,Trucks and Buses,Small,Spain
2005-05-03,925.3,Trucks and Buses,Small,Spain
2005-05-31,482.13,Trucks and Buses,Small,France
2003-01-31,3227.63,Trains,Medium,Spain
2003-04-11,1711.26,Trains,Small,Belgium
2003-06-03,2054.36,Trains,Small,USA
2003-08-08,3131.94,Trains,Medium,USA
2003-09-25,1681.35,Trains,Small,Australia
2003-10-22,2351.36,Trains,Small,Singapore
2003-11-06,1408.0,Trains,Small,Italy
2003-11-14,2445.6,Trains,Small,Spain
2003-11-25,1804.44,Trains,Small,USA
2003-12-09,2544.75,Trains,Small,USA
2004-02-12,1056.4,Trains,Small,Ireland
2004-03-15,2801.4,Trains,Small,Germany
2004-05-05,1988.4,Trains,Small,Finland
2004-07-20,2908.35,Trains,Small,USA
2004-08-20,2147.4,Trains,Small,USA
2004-09-08,2099.63,Trains,Small,USA
2004-10-14,2315.18,Trains,Small,UK
2004-10-22,2327.15,Trains,Small,Denmark
2004-11-05,5377.4,Trains,Medium,Norway
2004-11-20,2626.01,Trains,Small,France
2004-12-02,4406.4,Trains,Medium,Spain
2004-12-15,4301.22,Trains,Medium,France
2005-01-23,2986.5,Trains,Small,USA
2005-02-22,1587.08,Trains,Small,Spain
2005-03-15,1808.4,Trains,Small,Spain
2005-05-05,1193.04,Trains,Small,USA
2003-01-29,3403.35,Trucks and Buses,Medium,Norway
2003-03-26,1575.96,Trucks and Buses,Small,USA
2003-05-28,1630.2,Trucks and Buses,Small,Spain
2003-07-24,1701.28,Trucks and Buses,Small,USA
2003-09-19,2850.82,Trucks and Buses,Small,Singapore
2003-10-21,2692.06,Trucks and Buses,Small,Austria
2003-11-06,2174.42,Trucks and Buses,Small,UK
2003-11-13,3167.36,Trucks and Buses,Medium,USA
2003-11-25,2142.66,Trucks and Buses,Small,France
2003-12-05,2117.52,Trucks and Buses,Small,Canada
2004-02-04,2419.95,Trucks and Buses,Small,Singapore
2004-03-11,2191.2,Trucks and Buses,Small,USA
2004-05-04,3043.04,Trucks and Buses,Medium,USA
2004-06-15,1228.2,Trucks and Buses,Small,Japan
2004-07-19,1330.35,Trucks and Buses,Small,Australia
2004-08-19,2792.52,Trucks and Buses,Small,USA
2004-09-08,2296.0,Trucks and Buses,Small,Sweden
2004-10-11,2629.44,Trucks and Buses,Small,France
2004-10-22,1912.16,Trucks and Buses,Small,Canada
2004-11-05,8209.44,Trucks and Buses,Large,USA
2004-11-18,2431.77,Trucks and Buses,Small,USA
2004-11-01,3139.99,Trucks and Buses,Medium,Spain
2004-12-10,5669.64,Trucks and Buses,Medium,Spain
2005-01-20,3160.25,Trucks and Buses,Medium,Australia
2005-02-17,6799.68,Trucks and Buses,Medium,USA
2005-05-01,1867.32,Trucks and Buses,Small,Canada
2005-05-31,2702.04,Trucks and Buses,Small,Spain
2003-02-17,2406.36,Vintage Cars,Small,Italy
2003-04-29,2094.67,Vintage Cars,Small,Australia
2003-06-27,2797.9,Vintage Cars,Small,Spain
2003-08-13,1637.2,Vintage Cars,Small,Belgium
2003-10-28,2281.91,Vintage Cars,Small,USA
2004-01-12,2307.24,Vintage Cars,Small,Japan
2004-02-20,1320.8,Vintage Cars,Small,Australia
2004-04-02,2642.82,Vintage Cars,Small,Canada
2004-05-11,3061.0,Vintage Cars,Medium,USA
2004-06-24,3164.4,Vintage Cars,Medium,Spain
2004-07-23,1791.16,Vintage Cars,Small,France
2004-08-21,4093.0,Vintage Cars,Medium,Norway
2004-09-16,2234.4,Vintage Cars,Small,Ireland
2004-10-15,3037.84,Vintage Cars,Medium,USA
2004-11-01,1419.84,Vintage Cars,Small,UK
2004-11-12,1948.08,Vintage Cars,Small,Italy
2004-11-24,2307.24,Vintage Cars,Small,Spain
2004-12-04,1780.4,Vintage Cars,Small,USA
2004-12-17,3544.17,Vintage Cars,Medium,Australia
2005-02-03,3619.44,Vintage Cars,Medium,France
2005-03-03,3918.95,Vintage Cars,Medium,USA
2005-03-30,1483.02,Vintage Cars,Small,France
2005-04-03,4819.26,Vintage Cars,Medium,USA
2005-05-10,1591.72,Vintage Cars,Small,Italy
2003-03-03,3669.78,Motorcycles,Medium,Philippines
2003-05-07,2168.5,Motorcycles,Small,France
2003-07-02,2694.0,Motorcycles,Small,USA
2003-08-25,3251.34,Motorcycles,Medium,USA
2003-10-10,2347.15,Motorcycles,Small,USA
2003-11-04,3920.88,Motorcycles,Medium,Australia
2003-11-11,2514.6,Motorcycles,Small,France
2003-11-19,3600.24,Motorcycles,Medium,Spain
2004-01-15,4040.03,Motorcycles,Medium,France
2004-02-21,3336.9,Motorcycles,Medium,France
2004-04-05,3113.64,Motorcycles,Medium,USA
2004-05-26,2832.0,Motorcycles,Small,France
2004-06-30,3330.98,Motorcycles,Medium,USA
2004-08-02,4304.64,Motorcycles,Medium,USA
2004-08-27,2600.26,Motorcycles,Small,USA
2004-09-30,4382.16,Motorcycles,Medium,Finland
2004-10-15,4235.0,Motorcycles,Medium,Norway
2004-11-03,2626.8,Motorcycles,Small,USA
2004-11-17,5026.56,Motorcycles,Medium,USA
2004-11-24,2201.62,Motorcycles,Small,Austria
2004-12-07,4326.8,Motorcycles,Medium,Spain
2005-01-07,3425.18,Motorcycles,Medium,USA
2005-02-03,4701.88,Motorcycles,Medium,France
2005-03-04,2204.1,Motorcycles,Small,USA
2005-04-08,5189.4,Motorcycles,Medium,UK
2003-02-17,1565.85,Vintage Cars,Small,Italy
2003-04-29,2480.38,Vintage Cars,Small,Australia
2003-06-27,1355.13,Vintage Cars,Small,Spain
2003-08-10,1246.44,Vintage Cars,Small,USA
2003-10-08,820.4,Vintage Cars,Small,Spain
2003-10-28,2492.64,Vintage Cars,Small,USA
2003-12-01,1113.6,Vintage Cars,Small,USA
2004-01-12,1763.86,Vintage Cars,Small,Japan
2004-02-20,1896.66,Vintage Cars,Small,Australia
2004-04-02,1449.35,Vintage Cars,Small,Canada
2004-05-11,1869.48,Vintage Cars,Small,USA
2004-06-24,1860.53,Vintage Cars,Small,Spain
2004-07-23,1724.82,Vintage Cars,Small,France
2004-08-21,1713.69,Vintage Cars,Small,Norway
2004-09-15,1259.44,Vintage Cars,Small,Germany
2004-10-15,2051.08,Vintage Cars,Small,USA
2004-11-01,1617.38,Vintage Cars,Small,UK
2004-11-12,1765.62,Vintage Cars,Small,Italy
2004-11-24,2024.8,Vintage Cars,Small,Spain
2004-12-04,3288.4,Vintage Cars,Medium,USA
2004-12-17,2725.47,Vintage Cars,Small,Australia
2005-02-03,3224.2,Vintage Cars,Medium,France
2005-03-03,3211.38,Vintage Cars,Medium,USA
2005-03-30,1796.34,Vintage Cars,Small,France
2005-04-03,1979.6,Vintage Cars,Small,USA
2005-05-10,1921.41,Vintage Cars,Small,Italy
2003-01-31,3705.24,Trucks and Buses,Medium,Spain
2003-04-04,2843.91,Trucks and Buses,Small,USA
2003-06-03,6176.42,Trucks and Buses,Medium,USA
2003-08-01,5500.44,Trucks and Buses,Medium,Finland
2003-09-21,3220.1,Trucks and Buses,Medium,Finland
2003-10-22,4556.16,Trucks and Buses,Medium,Singapore
2003-11-06,3114.89,Trucks and Buses,Medium,Italy
2003-11-14,4948.2,Trucks and Buses,Medium,Spain
2003-11-25,5161.17,Trucks and Buses,Medium,USA
2003-12-09,2657.76,Trucks and Buses,Small,USA
2004-02-12,3983.05,Trucks and Buses,Medium,Ireland
2004-03-15,3974.94,Trucks and Buses,Medium,Germany
2004-05-05,2928.42,Trucks and Buses,Small,Spain
2004-06-15,3054.57,Trucks and Buses,Medium,Singapore
2004-07-20,3345.26,Trucks and Buses,Medium,USA
2004-08-20,4310.72,Trucks and Buses,Medium,USA
2004-09-08,4983.14,Trucks and Buses,Medium,USA
2004-10-13,4618.32,Trucks and Buses,Medium,USA
2004-10-22,3403.12,Trucks and Buses,Medium,Denmark
2004-11-05,5190.42,Trucks and Buses,Medium,Norway
2004-11-20,3141.57,Trucks and Buses,Medium,France
2004-12-02,2213.4,Trucks and Buses,Small,Spain
2004-12-15,4896.7,Trucks and Buses,Medium,France
2005-01-23,2714.4,Trucks and Buses,Small,USA
2005-02-22,3087.05,Trucks and Buses,Medium,Spain
2005-03-17,5692.96,Trucks and Buses,Medium,France
2005-05-03,3460.86,Trucks and Buses,Medium,Spain
2005-05-31,1895.94,Trucks and Buses,Small,France
2003-01-31,1705.92,Trains,Small,Spain
2003-04-16,1033.41,Trains,Small,Singapore
2003-06-03,3179.52,Trains,Medium,USA
2003-08-08,2091.18,Trains,Small,USA
2003-09-28,1779.71,Trains,Small,Spain
2003-10-22,2537.64,Trains,Small,Singapore
2003-11-06,2448.72,Trains,Small,Italy
2003-11-14,972.4,Trains,Small,USA
2003-11-26,2856.14,Trains,Small,USA
2004-01-02,1968.3,Trains,Small,France
2004-02-12,2056.2,Trains,Small,Ireland
2004-03-15,2242.02,Trains,Small,Germany
2004-05-05,3128.65,Trains,Medium,Finland
2004-07-20,2443.26,Trains,Small,USA
2004-08-20,2470.86,Trains,Small,USA
2004-09-08,1927.45,Trains,Small,USA
2004-10-14,2051.56,Trains,Small,UK
2004-10-22,2337.38,Trains,Small,Denmark
2004-11-05,5932.96,Trains,Medium,Norway
2004-11-21,2296.77,Trains,Small,USA
2004-12-02,6490.88,Trains,Medium,Spain
2004-12-15,1623.25,Trains,Small,France
2005-01-26,1405.92,Trains,Small,Japan
2005-02-22,2282.28,Trains,Small,Spain
2005-03-17,8977.05,Trains,Large,France
2005-05-05,3256.35,Trains,Medium,USA
2003-03-03,2821.66,Motorcycles,Small,Philippines
2003-05-07,3293.4,Motorcycles,Medium,France
2003-07-02,4224.0,Motorcycles,Medium,USA
2003-08-25,3091.68,Motorcycles,Medium,USA
2003-10-10,2219.6,Motorcycles,Small,USA
2003-11-04,3866.4,Motorcycles,Medium,Australia
2003-11-11,1964.76,Motorcycles,Small,France
2003-11-19,2668.8,Motorcycles,Small,Spain
2004-01-15,3222.0,Motorcycles,Medium,France
2004-02-21,3864.5,Motorcycles,Medium,France
2004-04-05,1366.8,Motorcycles,Small,USA
2004-05-26,3475.68,Motorcycles,Medium,France
2004-06-30,4206.5,Motorcycles,Medium,USA
2004-08-02,1486.38,Motorcycles,Small,USA
2004-08-27,3077.88,Motorcycles,Medium,USA
2004-09-30,3544.2,Motorcycles,Medium,Finland
2004-10-15,2483.04,Motorcycles,Small,Norway
2004-11-03,3478.05,Motorcycles,Medium,USA
2004-11-17,3657.8,Motorcycles,Medium,USA
2004-11-24,4682.36,Motorcycles,Medium,Austria
2004-12-09,3937.7,Motorcycles,Medium,France
2005-01-07,4984.32,Motorcycles,Medium,USA
2005-02-03,5406.66,Motorcycles,Medium,France
2005-03-04,3491.18,Motorcycles,Medium,USA
2005-04-08,2118.54,Motorcycles,Small,UK
2003-02-11,2897.47,Ships,Small,Denmark
2003-04-28,1916.75,Ships,Small,Austria
2003-06-12,1860.0,Ships,Small,UK
2003-08-08,2624.0,Ships,Small,USA
2003-09-28,2780.81,Ships,Small,Spain
2003-10-23,3239.62,Ships,Medium,Sweden
2003-11-07,1824.0,Ships,Small,Spain
2003-11-14,1134.0,Ships,Small,USA
2003-11-26,1487.41,Ships,Small,Spain
2004-01-02,2837.46,Ships,Small,France
2004-02-19,1942.77,Ships,Small,USA
2004-03-29,2544.12,Ships,Small,USA
2004-05-07,2568.24,Ships,Small,USA
2004-06-17,2108.0,Ships,Small,Canada
2004-07-21,1372.14,Ships,Small,Belgium
2004-08-20,3540.15,Ships,Medium,Canada
2004-09-10,1958.84,Ships,Small,USA
2004-10-14,2700.0,Ships,Small,UK
2004-10-29,2542.0,Ships,Small,France
2004-11-09,2340.0,Ships,Small,Sweden
2004-11-23,2816.44,Ships,Small,Japan
2004-12-02,3526.82,Ships,Medium,Spain
2005-01-31,4627.92,Ships,Medium,Finland
2005-02-28,1933.5,Ships,Small,USA
2005-03-23,2600.13,Ships,Small,USA
2005-05-06,2639.58,Ships,Small,USA
2003-02-17,3312.97,Planes,Medium,Italy
2003-04-29,3863.87,Planes,Medium,Australia
2003-06-27,1863.36,Planes,Small,Spain
2003-08-10,3945.96,Planes,Medium,USA
2003-10-08,4954.08,Planes,Medium,Spain
2003-10-28,2762.2,Planes,Small,USA
2003-12-01,3989.76,Planes,Medium,USA
2004-01-12,1649.55,Planes,Small,Japan
2004-02-20,2534.75,Planes,Small,Australia
2004-04-02,2580.25,Planes,Small,Canada
2004-05-11,2831.54,Planes,Small,USA
2004-06-24,3361.2,Planes,Medium,Spain
2004-07-23,2864.32,Planes,Small,France
2004-08-21,1994.88,Planes,Small,Norway
2004-09-15,4296.6,Planes,Medium,Germany
2004-10-15,2224.95,Planes,Small,USA
2004-11-01,2795.14,Planes,Small,UK
2004-11-12,2762.1,Planes,Small,Italy
2004-11-24,2658.0,Planes,Small,Spain
2004-12-04,5043.87,Planes,Medium,USA
2004-12-17,1210.8,Planes,Small,Australia
2005-02-03,3029.19,Planes,Medium,France
2005-03-03,10066.6,Planes,Large,USA
2005-03-30,4121.43,Planes,Medium,France
2005-04-03,1135.31,Planes,Small,USA
2005-05-10,2100.82,Planes,Small,Italy
2003-02-11,2034.35,Ships,Small,Denmark
2003-04-16,3027.84,Ships,Medium,Singapore
2003-06-06,3104.0,Ships,Medium,Spain
2003-08-08,3612.43,Ships,Medium,USA
2003-09-28,2711.88,Ships,Small,Spain
2003-10-21,3013.97,Ships,Medium,USA
2003-11-07,2738.54,Ships,Small,Spain
2003-11-14,2832.0,Ships,Small,USA
2003-11-26,4720.0,Ships,Medium,USA
2004-01-02,3222.0,Ships,Medium,France
2004-02-18,2231.0,Ships,Small,Belgium
2004-03-20,2296.84,Ships,Small,UK
2004-05-07,4157.2,Ships,Medium,USA
2004-07-21,2146.2,Ships,Small,Belgium
2004-08-20,3724.23,Ships,Medium,USA
2004-09-09,2084.81,Ships,Small,Italy
2004-10-14,3488.78,Ships,Medium,UK
2004-10-22,1753.06,Ships,Small,Denmark
2004-11-10,3469.2,Ships,Medium,Denmark
2004-11-21,2530.8,Ships,Small,USA
2004-12-02,2924.32,Ships,Small,Spain
2005-01-26,4496.8,Ships,Medium,Japan
2005-02-23,6397.44,Ships,Medium,USA
2005-03-28,2577.6,Ships,Small,France
2005-05-06,3533.62,Ships,Medium,USA
2003-02-17,3177.3,Ships,Medium,Italy
2003-04-28,2730.06,Ships,Small,Austria
2003-06-16,1891.78,Ships,Small,USA
2003-08-10,2612.48,Ships,Small,USA
2003-10-06,2925.76,Ships,Small,Finland
2003-10-23,2940.02,Ships,Small,Sweden
2003-11-08,3293.24,Ships,Medium,France
2003-11-14,2389.68,Ships,Small,UK
2003-11-26,2172.48,Ships,Small,Spain
2004-01-09,2927.43,Ships,Small,USA
2004-02-19,2659.54,Ships,Small,USA
2004-05-08,3838.0,Ships,Medium,USA
2004-06-24,4142.16,Ships,Medium,Spain
2004-07-21,2172.48,Ships,Small,USA
2004-08-20,1882.8,Ships,Small,Canada
2004-09-15,3477.86,Ships,Medium,Germany
2004-10-14,3323.84,Ships,Medium,USA
2004-11-01,4195.8,Ships,Medium,UK
2004-11-12,4156.58,Ships,Medium,Italy
2004-11-23,3918.75,Ships,Medium,Japan
2004-12-03,2352.67,Ships,Small,USA
2004-12-17,1089.36,Ships,Small,Australia
2005-01-31,2701.12,Ships,Small,Finland
2005-03-01,2487.04,Ships,Small,Spain
2005-03-30,3910.32,Ships,Medium,France
2005-04-01,4038.8,Ships,Medium,USA
2005-05-09,3070.4,Ships,Medium,Australia
2003-02-17,3763.46,Planes,Medium,Italy
2003-04-29,2584.8,Planes,Small,Australia
2003-06-16,4427.6,Planes,Medium,USA
2003-08-10,2152.02,Planes,Small,USA
2003-10-06,2353.4,Planes,Small,Finland
2003-10-28,3431.39,Planes,Medium,USA
2003-11-08,1930.5,Planes,Small,France
2003-11-27,4774.56,Planes,Medium,Philippines
2004-01-12,2592.72,Planes,Small,Japan
2004-02-19,3246.75,Planes,Medium,USA
2004-04-02,3372.5,Planes,Medium,Canada
2004-05-11,3909.15,Planes,Medium,USA
2004-06-24,2994.75,Planes,Small,Spain
2004-07-23,4472.52,Planes,Medium,France
2004-08-21,4576.95,Planes,Medium,Norway
2004-09-15,2441.04,Planes,Small,Germany
2004-10-15,3106.25,Planes,Medium,USA
2004-11-01,2706.41,Planes,Small,UK
2004-11-12,4021.53,Planes,Medium,Italy
2004-11-24,4826.25,Planes,Medium,Spain
2004-12-03,4935.28,Planes,Medium,USA
2004-12-17,2754.7,Planes,Small,Australia
2005-02-03,3856.71,Planes,Medium,France
2005-03-01,3102.08,Planes,Medium,Spain
2005-03-30,1908.72,Planes,Small,France
2005-04-03,7543.75,Planes,Large,USA
2005-05-10,2457.18,Planes,Small,Italy
2003-02-11,2038.87,Ships,Small,Denmark
2003-04-28,2499.26,Ships,Small,Austria
2003-06-12,3838.05,Ships,Medium,UK
2003-08-10,2643.99,Ships,Small,USA
2003-10-02,2315.88,Ships,Small,USA
2003-10-23,3225.06,Ships,Medium,Sweden
2003-11-07,2451.84,Ships,Small,Spain
2003-11-14,2254.98,Ships,Small,USA
2003-11-26,3939.5,Ships,Medium,Spain
2004-01-02,3424.7,Ships,Medium,France
2004-02-19,2914.2,Ships,Small,USA
2004-03-29,2389.6,Ships,Small,USA
2004-05-07,2428.48,Ships,Small,USA
2004-06-17,3021.48,Ships,Medium,Canada
2004-07-21,2610.72,Ships,Small,Belgium
2004-08-20,3091.19,Ships,Medium,Canada
2004-09-10,2576.2,Ships,Small,USA
2004-10-14,3232.31,Ships,Medium,UK
2004-11-01,3573.6,Ships,Medium,UK
2004-11-10,2022.51,Ships,Small,Denmark
2004-11-23,3717.5,Ships,Medium,Japan
2004-12-02,2185.15,Ships,Small,Spain
2005-01-31,2883.53,Ships,Small,Finland
2005-03-01,5017.57,Ships,Medium,Spain
2005-03-28,1463.0,Ships,Small,France
2005-05-06,2352.59,Ships,Small,USA
2003-01-29,4460.82,Classic Cars,Medium,Norway
2003-04-01,4758.18,Classic Cars,Medium,France
2003-05-28,4597.2,Classic Cars,Medium,Spain
2003-07-24,4114.8,Classic Cars,Medium,USA
2003-09-19,2104.0,Classic Cars,Small,Singapore
2003-10-21,3195.27,Classic Cars,Medium,Austria
2003-11-06,3611.16,Classic Cars,Medium,UK
2003-11-13,2000.77,Classic Cars,Small,USA
2003-11-25,2314.26,Classic Cars,Small,France
2003-12-05,3871.89,Classic Cars,Medium,Canada
2004-02-04,2728.0,Classic Cars,Small,Singapore
2004-03-11,5614.0,Classic Cars,Medium,USA
2004-05-04,4628.8,Classic Cars,Medium,USA
2004-06-15,3641.4,Classic Cars,Medium,Japan
2004-07-19,4048.0,Classic Cars,Medium,Australia
2004-08-19,2321.46,Classic Cars,Small,USA
2004-09-08,3256.96,Classic Cars,Medium,Sweden
2004-10-11,4208.0,Classic Cars,Medium,France
2004-10-22,2973.9,Classic Cars,Small,Canada
2004-11-05,4248.3,Classic Cars,Medium,USA
2004-11-20,9558.8,Classic Cars,Large,France
2004-11-01,2650.56,Classic Cars,Small,Spain
2004-12-10,3761.37,Classic Cars,Medium,Spain
2005-01-23,4301.34,Classic Cars,Medium,USA
2005-02-17,1864.56,Classic Cars,Small,USA
2005-05-01,3576.8,Classic Cars,Medium,Canada
2005-05-31,3722.32,Classic Cars,Medium,Spain
2003-02-17,3986.56,Planes,Medium,Italy
2003-04-29,3417.12,Planes,Medium,Australia
2003-06-27,2691.09,Planes,Small,Spain
2003-08-25,2752.6,Planes,Small,USA
2003-10-28,4527.72,Planes,Medium,USA
2003-11-18,3957.05,Planes,Medium,Norway
2004-01-12,2818.0,Planes,Small,Japan
2004-02-20,3199.86,Planes,Medium,Australia
2004-04-02,2402.75,Planes,Small,Canada
2004-05-11,6055.72,Planes,Medium,USA
2004-06-28,5465.16,Planes,Medium,USA
2004-07-23,6378.72,Planes,Medium,France
2004-08-27,5392.8,Planes,Medium,USA
2004-09-16,3986.5,Planes,Medium,Ireland
2004-10-15,4009.23,Planes,Medium,USA
2004-11-02,7119.0,Planes,Large,USA
2004-11-12,4072.2,Planes,Medium,Italy
2004-11-24,4094.51,Planes,Medium,Spain
2004-12-04,3302.4,Planes,Medium,USA
2004-12-17,3186.48,Planes,Medium,Australia
2005-02-03,1668.25,Planes,Small,France
2005-03-03,7154.5,Planes,Large,USA
2005-03-30,2810.83,Planes,Small,France
2005-04-03,2018.31,Planes,Small,USA
2005-05-10,5642.83,Planes,Medium,Italy
2003-02-17,3273.6,Planes,Medium,Italy
2003-04-29,3268.0,Planes,Medium,Australia
2003-08-10,2688.0,Planes,Small,USA
2003-10-06,3715.2,Planes,Medium,Finland
2003-10-28,4608.0,Planes,Medium,USA
2003-12-01,3131.2,Planes,Medium,USA
2004-01-12,2678.4,Planes,Small,Japan
2004-02-20,1747.2,Planes,Small,Australia
2004-04-02,2944.0,Planes,Small,Canada
2004-05-11,2956.8,Planes,Small,USA
2004-06-24,2052.0,Planes,Small,Spain
2004-07-23,3164.8,Planes,Medium,France
2004-08-21,1740.0,Planes,Small,Norway
2004-09-15,1777.6,Planes,Small,Germany
2004-10-15,1831.2,Planes,Small,USA
2004-11-01,3609.6,Planes,Medium,UK
2004-11-12,2112.0,Planes,Small,Italy
2004-11-24,3644.12,Planes,Medium,Austria
2004-12-04,3523.85,Planes,Medium,USA
2004-12-17,5001.92,Planes,Medium,Australia
2005-02-03,5208.72,Planes,Medium,France
2005-03-01,3018.88,Planes,Medium,Spain
2005-03-30,1902.4,Planes,Small,France
2005-04-03,7084.0,Planes,Large,USA
2005-05-10,2620.8,Planes,Small,Italy
2003-02-11,3164.46,Ships,Medium,Denmark
2003-04-21,4219.2,Ships,Medium,Spain
2003-06-12,3828.3,Ships,Medium,UK
2003-08-08,2334.99,Ships,Small,USA
